id,keyword,location,text,target
5767,flattened,"Chicago, IL",Like he flattened Otto “IKEA manager” Wallin?,0
5768,flattened,Australia,"A magically flattened cat, maybe?",0
5769,flattened,"Stevenage, East",Thought of the match: Dave Gilbert’s performance last night at the Masters was sublime as he brushed Mark Allen asi… https://t.co/niqBFQNRXV,0
5770,flattened,"Dayton, Ohio","We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this wo… https://t.co/FgFvXy0pQx",0
5771,flattened,"Dayton, Ohio","We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this woman has stuck her neck out to… https://t.co/gam9j8iYCZ",0
5772,flattened,"Montreal, Canada",Rookie #Habs defenceman Cale Fleury just flattened #Flames Milan Lucic. Bell Centre crowd loved it. #HabsIO,0
5773,flattened,"Blacksburg, VA",No. Stokes faced a superior attack. Pereira just slogged. And the pitch had flattened out on Day 5 in SA.… https://t.co/NxDasXgmfD,0
5774,flattened,United States AMERICA FIRST,"""You better shape up, cause I need a man"" Said the steam roller to her flattened victim. https://t.co/932j3wk6Yt",0
5775,flattened,"nothing personal, kid","oh no, not only does the dog have earpods and so he cant hear us, but he cant move or speak cuz hes been f… https://t.co/nU7FtvPZb3",0
5776,flattened,"Missouri, USA",bread-foccacia (made of dough flattened and then olive oil spread on top with rosemary and grey salt sprinkled cook… https://t.co/givUyvOwjq,0
5777,flattened,,40 years vs 18 months . He was given the power when economy was flattened by looters like sharif and Bhutto zardari families,0
5778,flattened,"Virginia, USA",So your telling me the fire flattened the earth ...??ha no those pictures are two different locations,0
5779,flattened,"Jersey City, NJ",Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean… https://t.co/19ckL31fuB,1
5780,flattened,heavens a distance not a place,after submitting a single job application i feel simultaneously like popeye after eating tthe spanch and the coyote… https://t.co/m1L39pVnvq,0
5781,flattened,,"After returning from a much needed getaway with limited Internet, I have been flattened with terrible flu. I'm on the mend slo…",0
5782,flattened,Heavenly Places in Yeshua,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/dqvrNrA9VA",1
5783,flattened,"Omaha, NE",was gonna workout but instead im laying on my floor listening to music for 2 hrs feeling absolutely flattened by this messed up monday.,0
5784,flattened,,Hey how do you like your chances this November? I’m think you’re gonna be run over and flattened by the Trump train! 🚂…,0
5785,flattened,0.8 Vancouver + 0.2 Ottawa,"Excellent. I found that when my progress flattened out, it helped me to ask my teacher to give me one task to focus on.",0
5786,flattened,"Pennsylvania, USA",Samoa joe just got flattened #raw,0
5787,flattened,"Regina, Sk",it was against the Jets ..Adam Lowry flattened Fleurey,0
5788,flattened,,"My own initiative has been totally flattened, amazingly it is still their policy when my contract is up.",0
5789,flattened,you fear 𝐃𝐄𝐀𝐓𝐇 but don’t live life ━ while i 𝐋𝐀𝐔𝐆𝐇 at  the  odds、live  my life  so  well  that   death  will 𝐓𝐑𝐄𝐌𝐁𝐋𝐄 to take me。,⠀ heavy breathes as the feline began a slow rotation of his hips。ears flattened above hi… https://t.co/J1Ddu8PSL3,0
5790,flattened,Gulf Coast Mississippi,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/6OfalHftIk",1
5791,flattened,"New York, USA",#1 on Clemson has been flattened 10 times. Trying to tackle by shoulder charging is just stupid--highlight footbal…,0
5792,flattened,,I would have flattened the psycho in retaliation,0
5793,flattened,Baltimore Md,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/gBqgwo6kqo",1
5794,flattened,"Oakland, CA",My cat’s ears flattened at the sound of this persons voice,0
5795,flattened,Edmonton,alsways nice to see Lucic get flattened too https://t.co/oGDrnoU10B,0
5796,flattened,,alsways nice to see Lucic get flattened too https://t.co/oGDrnoU10B,0
5797,flattened,,Face absolutely flattened against the glass of the treat shop,0
5798,flattened,"Alberta, Canada","3 day fast - very clear headed, little irritable first 24 but nothing serious, flattened stomach,… https://t.co/zHWBjYpF7B",0
5799,flattened,"Sherwood Park, Alberta",Flames suck like your interviews and mentions on Twitter. Lose to the Habs and Lucic got flattened. Great night.,0
5800,flattened,Midwestern United States,I agree. For some reason her breasts have been flattened down in t… https://t.co/5DjXjUW1kP,0
5801,flattened,,Getting absolutely flattened but having your boys back in the end #blackoutclips #bo4clips #clipit… https://t.co/HEtk5CnzVc,0
5802,flattened,I: Folkvillain,Toss a coin to your Medley *gets flattened by a coin the size of me*,0
5803,flattened,Bellingham WA USA,#1 on Clemson has been flattened 10 times. Trying to tackle by shoulder charging is just stupid--highlight foo… https://t.co/mh4OJsoN6z,0
5804,flattened,"Cranford, NJ",Crenshaw did say that the ideas existed but there wasn't a word for… https://t.co/qQQncp4GUo,0
5805,flood,Deutschland,…. Islamic Republic has no more than 15-20% support base among the 80 million people of Iran. When called upon they floo…,0
5806,flood,"Glounthaune,Cork-Malaga,Spain","When Cork decides to build the #CorkTidalBarrier flood warnings from tidal flooding will become a thing of the past ""Are…",0
5807,flood,"UK

",To those of us that are having a quiet night in on the 31st. How about we flood twitter with our People’s Vote March pict…,0
5808,flood,baby,When the oceans rise and thunders roar I will soar with You above the storm Father You are king over the flood I will be stil…,0
5809,flood,"High Desert, CA",Dems are trying to restrict Pres. Trump's military action with Iran. Let's FLOOD their offices with petition signatures from Pa…,0
5810,flood,,Sorry for the flood !! But alpha Eta set it owt last night !!! Happy founders day !! 🐘🐶 https://t.co/g3VJT6y3l6,0
5811,flood,UK,Bristol Road Flood Protection Monitoring https://t.co/odnT8pflQ9,0
5812,flood,"Selangor, Malaysia",Allah tested; Nuh with flood Isa with poverty Musa with tyrant Ibrahim with a fire Harun with betrayal Sulayman with power…,0
5813,flood,"Birmingham, West Midlands",Flood Protection Monitoring on 14 Jan 2020 08:50 https://t.co/19o57dWROj,0
5814,flood,"Leeds, UK",He's already done ten minutes on flood risk,0
5815,flood,lagos,"When you open the door to self pity , to blame, all kinds of negative thoughts will flood your mind",0
5816,flood,"Arizona, USA",Explain how this works. You demand the minimum wage for all workers be $15.00/hour! Then you flood the labor market with…,0
5817,flood,United Kingdom,Flood Alert: The Suffolk and Essex coast from Felixstowe to Clacton 08:18 14 January https://t.co/vPLmFBDWAW,1
5818,flood,,"Something really wishes you wouldn't know: that IAF gross negligence damaged 8 F-16s, compromising a key ele…",0
5819,flood,"Cardiff, Wales","The New York Times' Editorial Board wants to hear from you about who you endorse for President. Let's flood this one, #Ya…",0
5820,flood,United Kingdom,Flood Alert: The Essex coast from Clacton to and including 08:26 14 January https://t.co/yTfpxd6p4z,0
5821,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/IBeIHPSqUa,0
5822,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/103TwlZagN,0
5823,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/2XoLUbYwbL,0
5824,flood,USA,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/NzfUgq0Zee,0
5825,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/ShgH4yjn8I,0
5826,flood,"England, United Kingdom",#RRE is undervalued by at least £15 currently. Even if the company was sat at £36 I'd still be holding as I believe the next…,0
5827,flood,Калининград,An F-16 jet in a flooded hangar at Hatzor Airbase in Israel near Ashdod. Eight F-16 fighter jets were damaged during the f…,0
5828,flood,,Katana Kami: A Way of the Samurai new details and screenshots on swordsmith cycle and Flood of Customers modes https://t…,0
5829,flood,"Melbourne, Australia","'Alice Bishop’s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Alice…",0
5830,flood,,DEV - Flood Warning until 1/14 1:30AM CST for Attala https://t.co/KWaRCnZfik,1
5831,flood,Brighton,"Our CEO, Justin Butler, Ph.D. will be presenting at Space to Connect in London tomorrow. This free to attend Space Applica…",0
5832,flood,,donations were also made towards Aksi Cepat Tanggap through Indonesia Dermawan to support the many workers and victims of th…,0
5833,flood,,everyone please flood LYSN with lots of support messages 🥺🥺 I didn’t expect to wake up with more hate messages from kfans…,0
5834,flood,United States,SHAME ON CBN for Helping To Flood Texas With Refugees! The World Relief Corporation (WR) is a phony un-elected non-profit tha…,0
5835,flood,Islamic Republic of Iran,Iran is in a real chaos these days and bad news comes every day todays: Flood in Sistan &amp; Baluchestan And as usual… https://t.co/LJBjriY99k,0
5836,flood,somewhere in northern Italy,"When the oceans rise and thunders roar, I will soar with You above the storm, Father, You are king over the flood, I will…",0
5837,flood,"Lytham , Lytham St Annes",UK: Muslim lawyer for ISIS bride asks his followers to flood radio show’s phone lines to avoid hard questions. This it…,0
5838,flood,,Please watch this and flood the comment section with #KaoRhys! Ipakita ang excitement sa #ToChiko at #HesIntoHer! Link:…,0
5839,flood,Malaysia,"😭😭😭😭😭 Just looking at this, our tears can flood the whole KL maybe😭😭😭😭😭 #새로운_엑스원_결성지지 #bring_back_NEWX1 https://t.co/G70Kn7ks…",0
5840,flood,"Memphis, Tennessee",has Issued a Small Stream Flood Advisory. https://t.co/t9pG7m34lY #arwx #mowx #mswx #tnwx https://t.co/tIMBMiOAei,0
5841,flood,"Moray, Scotland",Storm Brendan’s gale-force winds will impact coastal Scotland Monday to Wednesday. Spray and wave overtopping may bring fl…,1
5842,flood,,"""Tagged you"" ""Mentioned you"" ""Fast replies"" ""Flood messages"" I want that shit",0
5843,flood,,"I wish we could have a steel cage death match between the MAGAts, the Bernie Bros and the Mayosapiens. On second thou…",0
5844,flood,"Nanaimo, B.C.",Flood away! Your posts always bring a much needed smile to my face. ❤️,0
5845,flood,,If that had been the case then this would have made the whole place flood https://t.co/5A9L4XjLgD,0
5846,flood,"San Antonio, TX",BREAKING NEWS: It turns out to be penis inspection MONTH so femboys/traps make sure to FLOOD my dms so I can make… https://t.co/htmntUWEBq,0
5847,flood,"Mississippi, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/UvSKLsDh0S",0
5848,flood,"Oxford, MS","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/hfkRWBRr9c",0
5849,flood,"Memphis, TN","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/JrxCSv8FRz",0
5850,flood,"Memphis, Tennessee, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/iCFIL3842g",0
5851,flood,Jackson Mississippi,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/bgdH5ro5nn",0
5852,flood,"Pontianak, Kalimantan Barat.",1 week into 2020: 1. Flood in Jkt 2. Fire in Australia 3. WW3 madness and now... Reynhard Sinaga Damn...2020 needs to ch…,0
5853,flood,Hell,Alexisonfire Release Moody New Track 'Season of the Flood' : https://t.co/Dk46Zzrdk8,0
5854,flood,"Paris, France","What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironic Mi…",0
5855,flood,,Sleeping Through The Flood - Sticky Fingers https://t.co/oYSjEw6kmv,0
5856,flood,"Wake County, North Carolina",Donald Trump told Ingraham that CEOs want only a small no. of extraordinary foreign graduates. But fedl. data shows that…,0
5857,flood,"Quezon City, Philippines","Kinda reminds me of the time one guy drove his car into waist-deep flood, then blamed authorities for not informing… https://t.co/DygIbT3NgS",0
5858,flood,"Melbourne, Victoria","What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironi… https://t.co/FkgwfvNsE0",0
5859,flood,Scotland,New flood warnings for Scotland as Orkney predicted to have highest water levels for 15 years https://t.co/lHup4H4UbN,1
5860,flood,,I told y’all not to type out those words. Prepare for the scamming daddies to flood your dm. - never give out personal i…,0
5861,flood,,"DEV - Flood Advisory until 1/13 9:44AM EST for Henderson, Buncombe https://t.co/4SLQHGEgba",0
5862,flooding,Lafayette ↔️ Baton Rouge,Girls flooding Joe Burrow’s room when he gets back to Baton Rouge like https://t.co/UiRgUlGGY0,0
5863,flooding,London UK,Flooding Britain with EU Migrants has made the homelessness situation even worse than the a… https://t.co/iTwtglrlw2,0
5864,flooding,Weener,Hobi really flooding my thoughts rn..,0
5865,flooding,Lothian,Storm Brendan causes severe gales and flooding across parts of Scotland. See more 👉 https://t.co/NRuo1XF03q https://t…,1
5866,flooding,"Surrey, UK","It's windy out there! With weather warnings in place across the UK this week, take a look at our advice for keeping your dog…",0
5867,flooding,Kenya,Dubai airport flooding: Flights delayed or cancelled https://t.co/0SlPoXqcOa via . If there was ever any do…,1
5868,flooding,not in a vote remain area,Have you heard of Kalergi? If not then read what he wrote in his book about what he envisioned for the futur…,0
5869,flooding,,#ALGW nice buys flooding in here. onto the next level 3p next hit 4p before all important #RNS …,0
5870,flooding,"North East, England",We're restoring peat bogs at places like to lock up carbon and protect the landscape. Teams of volunteers…,0
5871,flooding,richmond virginia,Venice just recovered from near-record tides that flooded about 2/3 of the city. Officials linked the flooding to climate chang…,1
5872,flooding,"Bronx, NY— Richmond, VA","This rain going dumb, it’s flooding now",1
5873,flooding,,"100% behind it- native, mixed conifers, urban, community. Once DONE RIGHT it c… https://t.co/BOjLu4PcbT",0
5874,flooding,Shreveport to BR,"Yes we hate Clemson, but we’d root for LSU against anyone. The school and the students welcomed us with open arms after…",0
5875,flooding,,FB is flooding me with LOOOOOTS of Otome game ads. Hahaha! Y tho?? 😅,0
5876,flooding,England,Venice canals almost run dry two months after severe flooding https://t.co/gquZjgNycd,1
5877,flooding,Europe,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",1
5878,flooding,UK,"Cricketing community benefit - at which community's cost? ""the dev't was approved against advice of officers. Their… https://t.co/vXSWu1hVWM",0
5879,flooding,Queens,2020 so far -Dubai Flooding 12/01 -Taal Volcano Eruption 12/01 -World War III threats -The Royal Drama of Prince Harry and…,0
5880,flooding,Yorkshire,Firefighters from South Yorkshire want dealing with flooding to be an official part of their responsibilites. At th… https://t.co/l1Izv3wefj,0
5881,flooding,,Road closed. #surfacetension #AmsterdamLightFestival #GlobalWarming #naturewins #nightphotography #Amsterdam… https://t.co/URfdvA3VWc,0
5882,flooding,"Hobart, Tasmania","I was having a shit day. Then I saw ""Good grief, the comedian's a bear!"" for the f… https://t.co/mGXdwbBTLM",0
5883,flooding,National Helpline 03457114141,🌧 Strong winds and heavy rain are forecast from today as #StormBrendan moves into the west of Britain. Check before you t…,1
5884,flooding,"Chandigarh, India",line is cleared now . It was treated water of needle factory which was flowing outside in to mangroves ! The floo… https://t.co/JPGw818Vn5,0
5885,flooding,🔮,Tears gonna be flooding hitc 😭,0
5886,flooding,Planet Earth,Does anyone know where I can find the list of firms flooding into the UK because of Brexit? …,0
5887,flooding,Manila,"I long forecast a MONSTER ERUPTION by Taal, w/ Flooding aftermath. Experts now affirm this. I feel vindicated.🌞",0
5888,flooding,UK,Who is controlling the dogs of war who surround his administration? The British Ambassador Sir (now Lord) Kim Darroch said—i…,0
5889,flooding,Little corner of Glos...,More heavy rain and strong winds moving up from SW. Across our patch this afternoon and evening. Another 10-20mm of rai…,1
5890,flooding,,", gets the last laugh! Your boy and are about to fuck Ame… https://t.co/9lsqRNT8wR",0
5891,flooding,"Brussels, Belgium","""There is a duty on architects, planners, and urbanists to plan and construct resilient responses that can slow, and ev…",0
5892,flooding,Abuja,Why Frozen fans are flooding this idyllic Austrian village – https://t.co/zlxDahfEwr https://t.co/UaKJR1voof,0
5893,flooding,Baltimore City,"Feel like crap. Been up all night..I officially have germs. Head feels stuffed, I'm sneezing back to back, eyes kee… https://t.co/MVjq6J8fpF",0
5894,flooding,,"If you live in the #Nantwich area, pop the 15th January in your diary 📓! #TeamEA are hosting a drop-in session with our pa…",0
5895,flooding,,Sorry again for flooding your timeline with non-TWICE related posts. I just really have to do it for people in need. I prom…,0
5896,flooding,,#stormbrendan is upon us. Here are some of Aspray's top tips if the storm causing flooding to your property: https://t.c…,0
5897,flooding,,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding #beached #…,1
5898,flooding,,"rt: Argus911: ""So we closed the roads. They're just going to be closed until we get some money. There just ain't an… https://t.co/tzxRMXE9lu",0
5899,flooding,USA,"In Labadie Missouri, coal ash combined with a rise in extreme flooding is creating a public health scare. : h…",0
5900,flooding,USA,🛑 Democrats are flooding our country with ILLEGALS &amp; giving them a means to vote. Democrats ILLEGAL… https://t.co/Xc41PBFVzl,0
5901,flooding,UK,"I’m pretty much resigned to muddy (knee length) boots &amp; trousers but, while considering my (and the dog’s) options for w…",0
5902,flooding,,Citizens United wreaked havoc on our democracy. Democrats agree. We therefore better give some thought to 2 billionaires…,0
5903,flooding,,"Received video from Bukavu, DRC where heavy rain &amp; flooding this weekend has led to 13 people being killed. https://t.co…",1
5904,flooding,,"Hollywood Ave. *RESIDENTIAL street. *RAT RUN for thousands *SPEEDING abounds. *AIR POLLUTED *SINGLE TRACK, LISTED BRID…",0
5905,flooding,Oxfordshire,"""We’re in a state of anxiety, shock &amp; grief. This is #ClimateChange. This is what a +1.5 degree world looks like"" …",1
5906,flooding,,Mfs love flooding they alreado with partial leaves 🤦🏽‍♂️.,0
5907,flooding,Earth,"📢 Calling all Lincs, Notts &amp; Derbys flood-hit farmers 🌊 If you had uninsurable damage during the devastating Oct/ Nov…",0
5908,flooding,Ballycastle,"Storm surge from Storm Brendan flooding the harbour on Rathlin Island, off the County Antrim coast. Footage from Dougl…",1
5909,flooding,,Flooding the labor market with unskilled lab… https://t.co/3I6sNY3CJS,0
5910,flooding,Spain,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding… https://t.co/TkS4Tk21xi,1
5911,flooding,"Melbourne, Victoria",How good is it when the supercoach podcasts come flooding in? My favourite time of year 🥰,0
5912,flooding,southampton,I Just have to say what an amazing job they've made of making the flooding situation worse in Bubb lane!,0
5913,floods,"Dover, England",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1
5914,floods,"Malacca, Malaysia",our 2020 so far: 🇦🇺 Australia bushfires 🇺🇲🇮🇷 World War 3 threats from US &amp; Iran 🇮🇩 flash floods in Indonesia 🇵🇷🇮🇷 Puerto Ri…,0
5915,floods,,Thanks to the Turks/Ottomans there is a ceasefire in #Libya and #Idlib....saving Muslim lives while the Arab nations deal…,0
5916,floods,#WMCA but wanting OUT,"What forests do: 🌳 buffer impact of storms &amp; floods 🌿 help address the climate crisis 🌲 provide shelter, jobs &amp; se… https://t.co/I9ErTowd0g",0
5917,floods,"Karachi , Pakistan","It's literally been two weeks into 2020 and we have already seen the Australian fires, volcano in Philippines, record breaki…",1
5918,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0
5919,floods,"Rawalpindi, Pakistan","Unprecedented floods are ravaging #Iran's Sistan &amp; Baluchistan province, with significant human &amp; material costs. Even as sear…",1
5920,floods,"North Africa,West/Central Asia",has published the first digital situation report in #Somali. Read how humanitarian partners ramped up assistance to p…,0
5921,floods,"Kent, UK","Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1
5922,floods,"Kent, UK","Venice canals almost dry, two months after severe floods https://t.co/Qt0Il9semQ",1
5923,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0
5924,floods,"Suffolk, Essex & Cambs",Book NOW to hear &amp; discuss #Floods #RisingWaters #Essex #AllAtSea 15 MAR …,0
5925,floods,Herefordshire & Worcestershire,With a double Yellow weather warning in place for wind &amp; rain you’ll need to take extra care. Driving conditions will be h…,0
5926,floods,Satan’s asshole,Indonesia: Jakarta residents file first ever class action suit against government after biblical floods: -&gt; dumped 337 m…,0
5927,floods,"Dublin, Ireland",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1
5928,floods,"Pontevedra, Spain","Venice canals almost dry, two months after severe floods https://t.co/27zxHQQPc7",1
5929,floods,"Lagos state, Nigeria","Testimonies from TestCode Camp 1.0 We completed the first cohort on 31st of November, 2019 and we have been receiv… https://t.co/SuPqeoyFb6",0
5930,floods,"Cape Town, South Africa","“Hotter oceans lead to more severe storms and disrupt the water cycle, meaning more floods, droughts and wildfires,… https://t.co/4zsD7RgUAl",0
5931,floods,,"The date is 2035 and Australia has divided into two bitterly opposed groups - those who prefer fires, and those who prefer f…",0
5932,floods,Oban,Sting in the tail as Storm Brendan hits Oban https://t.co/PESh2PpB9h https://t.co/9ZJfn74uue,1
5933,floods,,"From Ethiopia, Somalia, to Kenya, first it was drought, then floods, al Shabaab in between, and now LOCUSTS – which have South…",0
5934,floods,"Westhouses, UK","We have no idea how many more rounds there are! But we’ve already shown in the League &amp; Cup, plus our response to the flo…",0
5935,floods,,"Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1
5936,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0
5937,floods,Tír nAill,Then told them they were all privileged idiots who cared more for their hobby than community safety. That the area… https://t.co/b8JLniR7lL,0
5938,floods,"Deer Park, Victoria, Australia","Remember that fires are easier to start than floods, so I will be in the lazy team",0
5939,floods,,"By destroying the environment, the mullahs have worsened the floods, doing nothing to help the victims. They squandered…",0
5940,floods,,Happy with the fires ? Guess what scientists predict next. Unprecedented cyclones and floods. #ClimateEmegency,0
5941,floods,"Russia, Saint-Petersburg",Exceptionally low tides leave Venice's canals nearly dry just 2 months after floods https://t.co/BtDSeyJPQt https://t.co/M…,1
5942,floods,Kenya,"The mess had become too much. Weird animals like dinosaurs, giant vegetabl… https://t.co/czrGLpUZUg",0
5943,floods,"Seewis im Prättigau, Schweiz","Busy night for our #RapidMappingTeam While working on the #TaalEruption in the Philippines, we received another activati…",1
5944,floods,,"Forests 🌳 buffer impact of storms &amp; floods 🌿 help address the climate crisis 🌲 provide shelter, jobs &amp; security for forest-dependen…",0
5945,floods,#ImpeachTrump,"Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 43 people are dead in Pakistan and Afghanis…",1
5946,floods,"Madrid, España",I want to help you with my proje… https://t.co/cw16DxeQZo,0
5947,floods,London 4ever,"Venice canals almost dry, two months after severe floods https://t.co/zbyrK3WhTN",1
5948,floods,,"Low tide leaves Venice's canals dry, just months after severe floods https://t.co/irGhhYexMr via",1
5949,floods,UK and Ireland,#stormbrendan is upon us. Here are some of Aspray's top tips if the storm causing flooding to your property:… https://t.co/kA4M6eV8oS,0
5950,floods,"Belper, England","We have no idea how many more rounds there are! But we’ve already shown in the League &amp; Cup, plus our response to t… https://t.co/plzx6U57CV",0
5951,floods,Brussels,#Sentinel2 2020-01-13 Sistan and Baluchestan #Iran Heavy rains generate floods in Chabahar County bands 8/4/3 Data …,1
5952,floods,"Mumbai, India",Deadliest disasters: Earthquakes Floods Forest Fire Volcanic Eruption M0d! &amp; $h,0
5953,floods,Plymouth (UK) & Budapest (HU),Let’s hope it floods the studios with creativity!,0
5954,floods,"West Bromwich, England",I can confirm #StormBrendan has arrived in Worcester. Awful conditions out so take it easy out there. On the roads? S…,1
5955,floods,Kota Tanjung Pinang,"Venice canals almost dry, two months after severe floods https://t.co/P0S6w6voTU",1
5956,floods,,Birthday appeal to get Pokot children back to school after the floods. I would be really grateful of any help :) es… https://t.co/IqFSVPh3aa,0
5957,forest%20fire,"Naples, FL",Liberalism is a cancer. It’s a forest fire that burns down everything it touches. The evidence is all around you.,0
5958,forest%20fire,"Mysore, India",Precautionary measures taken by #karnatakaforest department to avoid forest fire Mathigodu forest area thithimati… https://t.co/7MV8mnxnD8,0
5959,forest%20fire,"Province of Vladimir, Russia","She can’t engage in open discourse, because if you give the truth oxygen, it turns into a forest fire. https://t.co/a8Bcea…",0
5960,forest%20fire,LONDON,"I can’t believe the academy that gave Best Picture to Crash, The English Patient, Out of Africa, Forest Gump, Green Book, D…",0
5961,forest%20fire,"Chicago, IL","In case you’re trapped in a forest fire, cover yourself in moss, I’m pretty sure it’s fireproof",0
5962,forest%20fire,"Colorado Springs, CO",Hikers doing their best to outdrive a forest fire https://t.co/n3YlQfMGYz,1
5963,forest%20fire,Finland,I'm taking this day off. Not going to do anything I'm supposed to do. I started w tea and breakfast by the Magic Fo… https://t.co/raNd1HtFCp,0
5964,forest%20fire,"England, United Kingdom","Lizzo praises Australia's reaction to the crisis https://t.co/XsM1WVItc6 January 13, 2020 Lizzo found Australia's… https://t.co/xHmK0k0doc",0
5965,forest%20fire,"Ho Chi Minh, Vietnam","I don't know what the next posterity will be like because the forest, ocean are polluted, on fire.",0
5966,forest%20fire,A southern Labor voting state,Nearly all of the southern fire areas is regrowth forest that has been previously logged. That m… https://t.co/70oxnmumrX,0
5967,forest%20fire,The Beach,Tonight I've seen this fire 🔥 above Tokeh village increase from a small fire to this in just 2 hours. This needs to st…,1
5968,forest%20fire,"Lagos, Nigeria",It was a crazy weekend here in Virginia. Very high winds and a large forest fire close to our house. Thankfully the rain…,1
5969,forest%20fire,Australia,Jodie!! We urgently need to stop logging our remaining forests. We need them as refuges and seed banks for fores…,0
5970,forest%20fire,"Atascocita, Texas",Units responding to a report of a Small Trash Fire on East Fm 1960 And Timber Forest Dr - in Atascocita,0
5971,forest%20fire,,ISIS has been using odd weapons - asked its terrorists to use vehicles. The use of these unconventional weapons or… https://t.co/wMWV6hUZxN,0
5972,forest%20fire,"Prague, Czech Republic",Record fire years in #Amazon &amp; #Australia inflame concerns surrounding climate change effects on forest disturbance… https://t.co/46G93Guqq9,0
5973,forest%20fire,"Puerto Rico, USA","She can’t engage in open discourse, because if you give the truth oxygen, it turns into a forest fire.",0
5974,forest%20fire,nicolastyrell@gmail.com,FOREST FIRE 1 now available on all streaming services https://t.co/PnuR56N1K6 https://t.co/lfRGA4gBJE,0
5975,forest%20fire,,"., why did you suddenly delete this news story? The public can't trust your reporting if editors in the future…",0
5976,forest%20fire,,Now I will add #SaveAfrica in all my tweets. It's seems like no one care about the climate crisis in Africa. Global warming c…,0
5977,forest%20fire,"Rennes, France","When women turn 30, they have to pick a subclass: • sea witch • forest witch • fire witch • air witch • space witch",0
5978,forest%20fire,"Cowichan, British Columbia",Just wondering what effect all the forest fire smoke and volcanic ash (from 3 volcanoes currently) will have on our… https://t.co/VfEs1Pxltb,0
5979,forest%20fire,,People in charge of fire services at the coal face should make the decisions about forest fire prevention managemen… https://t.co/8uRqgt7fBr,0
5980,forest%20fire,Singapore,I read current affairs to my son. Today morning was telling him about #AustraliaBushfires. My son is an animal love… https://t.co/308akbFSxl,0
5981,forest%20fire,,"If deforestation were discontinued now, the amount of forest lost to fire would be reduced by 30% compared to business as…",0
5982,forest%20fire,"Saaremaa, Estonia",These Students Are Partnering With Corvids to Replant a Forest After Fire https://t.co/iuiiTJT3jD via,0
5983,forest%20fire,"UK, US, Paris, tha' 🌍",ISIS calls on its supporters to start forest fires. Islamic State has called its fanatics to set fire to forests in Eu…,0
5984,forest%20fire,,The forest fire inspector in the conservatory.,0
5985,forest%20fire,,#NHESS https://t.co/KTX4iMM9GN Evaluating forest fire probability under the influence of human activity based on remote sensing and GIS,0
